rainfall_mm,river_level_m,soil_moisture,elevation_m,slope_deg,upstream_flow_m3s,rainfall_7day_cumulative,ndvi,flood_occurred
4.692680899768591,2.1830261198651586,0.619509500904472,3.417040868188752,3.395942661412281,1.8982768527624327,73.96147328836695,0.6239912899694737,0
30.101214309175212,2.25967946894021,0.5595954986507133,1.6609193366700012,2.4745937948657835,1.3350321416541824,0.7504988886408975,0.7315542005782619,0
13.167456935454494,3.16028166214771,0.40172916817167065,7.379571107745588,2.245084639012126,67.18563188177978,9.305455939077568,0.13483703761200289,0
9.129425537759532,4.051048260224267,0.2045250504527974,0.6445539036505181,7.77783767373086,19.136992558645495,47.87713858501591,0.4668780788588687,0
1.6962487046234629,4.870376939349875,0.5473674553305697,1.729109239181831,1.2269186193259651,79.55539343492798,21.204869597552708,0.12298480035871433,0
1.695962919146052,2.295231573979483,0.39993819199357017,12.21057510866314,5.866623269734898,28.25817951484384,182.00535845384627,0.4278866815170511,0
0.5983876860868067,5.739032853439283,0.7142258104973744,11.686363500464292,0.00328231551339897,30.165150229585556,49.26752163078807,0.7196979803678303,0
20.112308644799395,3.0933145984361468,0.21676238568933845,13.769512895870992,4.769461355219015,35.96250611708955,141.12536904147447,0.35311318649421675,1
9.190821536272646,3.4679490584773456,0.6093794679140536,12.890473820705868,7.327544031632419,62.41913366619612,10.12289804824597,0.7527152947564503,0
12.312500617045902,2.379182481278265,0.8590319662542458,10.406045666977363,2.303472752745752,15.976037034333917,89.76530130351904,0.5414259301554266,0
0.20799307999138622,-0.13636039040941217,0.32208648697804965,1.258826430859611,1.4842078020617535,6.481940330777755,17.44439156523058,0.7539087406551045,0
35.03557475158312,4.826068094541575,0.5301546435254167,11.851304960806534,5.213438359027416,40.60299291012195,205.3157112807522,0.6300166377887638,1
17.86429543354675,4.60526584563865,0.2639953942719967,12.759906757188126,5.700811258387145,19.798835031115367,7.722251322666818,0.17240461665413362,1
2.3868762524894698,3.07800866432268,0.6379773385829468,12.08669111369334,5.5042441516158505,29.213859745236835,32.686772575254345,0.26180595729387396,0
2.0067898874966335,3.600486075837308,0.5853721764173578,7.872946011966378,2.5545350401709923,52.05681327801784,70.84285755049201,0.37591931820845437,0
2.0261142283225704,4.273908826556149,0.4851558669489826,3.877076660417484,2.017619217274647,34.073357042758644,25.50445327317989,0.21907481740845325,0
3.627537294604771,1.1561812146701858,0.5649639150316188,12.757284647486538,7.647350399696354,48.41590123927356,28.407141449845554,0.4464381233436624,0
7.439278308608545,2.706420983980558,0.8276022609283071,11.043860741232008,7.386396066159436,39.28505834038679,193.2498192008518,0.42995770899104346,0
5.655370667803367,4.69139701943274,0.3374060116177469,14.721037028638348,3.6585328791425624,67.314538481734,24.92645829322552,0.7693814386191669,0
3.442229925539415,1.618565865246126,0.21579515819374306,2.7575426674610273,6.769550929234987,61.19799744319414,41.69354204361028,0.4036095180271845,0
9.463708738997987,3.940336898249944,0.8031654192893707,3.7721364542547984,3.6185878210743683,38.19886105279653,2.5237502341995754,0.6499387630015985,0
1.5023452872733867,1.4651272930648922,0.6039819576715345,3.571073173281789,3.395112144580083,56.800604288901624,83.09208385215891,0.7593373813960359,0
3.4551551200240227,4.199644973650289,0.8234609188232898,11.991826630509383,1.2541035807943572,103.3992123028837,47.0070733164784,0.7138921816817899,0
4.56277218220847,3.446537776553775,0.6178616563892207,3.2101557985267135,3.4112484519357826,28.305579685140188,23.289675395455685,0.2460673371581143,0
6.08934687859775,1.0773022761417357,0.7671127629717918,1.4665675324379384,4.299335508798456,26.61634583254755,0.7335762064385951,0.447220925977481,1
